Original_SKU,Cleaned_SKU,Is_SKU_Modified,Match_Found_In_Scrape,ODS_Inventory_ID,ODS_Price,Scrape_Price,ODS_Capacity_OZ,ODS_Capacity_ML,Scrape_Capacity,ODS_Description,Scrape_Description,Price_Diff,Price_Match
GBBstnBlu1ozMtlRollonMattSl,GBBstnBlu1ozMtlRollonMattSl,False,False,1996.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithmetal roller plugandmatte silver cap.For use with perfume, fragrance oil, essential oils, body oils, thin lotions and ointments.Refillable bottle with large, 12mm diameter metal-roller ball.Price each",,,
GBBstnBlu1ozMtlRollonShnSl,GBBstnBlu1ozMtlRollonShnSl,False,False,1997.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithmetal roller plugandshiny silver cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter metal-roller ball.Price each",,,
GBBstnBlu1ozMtlRollonMattBlk,GBBstnBlu1ozMtlRollonMattBlk,False,False,1998.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithmetal roller plugandmatte black cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter metal-roller ball.Price each",,,
GBBstnBlu1ozMtlRollonGl,GBBstnBlu1ozMtlRollonGl,False,True,1999.0,,$1.02,1oz,"30ml,",30 ml (1.01 oz),"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithmetal roller plugandshiny gold cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter metal-roller ball.Price each","Boston round design 30ml, 1oz Cobalt blue glass bottle with metal roller plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball.",,False
GBBstnBlu1ozMtlRollonMattGl,GBBstnBlu1ozMtlRollonMattGl,False,False,2000.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithmetal roller plugandmatte gold cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter metal-roller ball.Price each",,,
GBBstnBlu1ozRollonMattSl,GBBstnBlu1ozRollonMattSl,False,False,1066.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithplastic roller ball plugandmatte silver cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter roller ball.Price each",,,
GBBstnBlu1ozRollonShnSl,GBBstnBlu1ozRollonShnSl,False,False,1067.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithplastic roller ball plugandshiny silver cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter roller ball.Price each",,,
GBBstnBlu1ozRollonMattBlk,GBBstnBlu1ozRollonMattBlk,False,False,1065.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithplastic roller ball plugandmatte black cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter roller ball.Price each",,,
GBBstnBlu1ozRollonGl,GBBstnBlu1ozRollonGl,False,True,1072.0,,$0.87,1oz,"30ml,",30 ml (1.01 oz),"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithplastic roller ball plugandshiny gold cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter roller ball.Price each","Boston round design 30ml, 1oz Cobalt blue glass bottle with plastic roller ball plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter roller ball.",,False
GBBstnBlu1ozRollonMattGl,GBBstnBlu1ozRollonMattGl,False,False,1995.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithplastic roller ball plugandmatte gold cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter roller ball.Price each",,,
GBBstnBlu1ozWhtDropper,GBBstnBlu1ozWhtDropper,False,False,3195.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithwhite dropper00.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnBlu1ozBlkDropperShnSlTrim,GBBstnBlu1ozBlkDropperShnSlTrim,False,False,3194.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottleandblack dropperwith ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnBlu1ozWhtDropperShnGlTrim,GBBstnBlu1ozWhtDropperShnGlTrim,False,False,3196.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottleandwhite dropperwith ashiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnBlu1ozWhtDropperShnSlTrim,GBBstnBlu1ozWhtDropperShnSlTrim,False,False,3197.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottleandwhite dropperwith ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnBlu1ozBlkDropperShnGlTrim,GBBstnBlu1ozBlkDropperShnGlTrim,False,False,3193.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Cobalt blue glass bottleandblack dropperwith ashiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnBlu1ozBlkDropper,GBBstnBlu1ozBlkDropper,False,True,3192.0,,$0.68,1oz,"30ml,",30 ml (1.01 oz),"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithblack dropper00.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each","Boston round design 30ml, 1oz Cobalt blue glass bottle with black dropper. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.",,False
GBBstnBlu1ozBlkCapSht,GBBstnBlu1ozBlkCapSht,False,True,3191.0,,$0.45,1oz,"30ml,",30 ml (1.01 oz),"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithshort black cap00.For use with Perfume oils, essential oils, diffuser oils and aromatherapy.Price each","Boston round design 30ml, 1oz Cobalt blue glass bottle with short black cap. For use with Perfume oils, essential oils, diffuser oils and aromatherapy.",,False
GBBstn1ozMtlRollonMattSl,GBBstn1ozMtlRollonMattSl,False,False,1985.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottlewithmetal roller plugandmatte silver cap.For use with perfume, fragrance oil, essential oils, body oils, thin lotions and ointments.Refillable bottle with large, 12mm diameter metal-roller ball.Price each",,,
GBBstn01ozMtlRollonShnSl,GBBstn1ozMtlRollonShnSl,True,False,1986.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottlewithmetal roller plugandshiny silver cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter metal-roller ball.Price each",,,
GBBstn01ozMtlRollonMattBlk,GBBstn1ozMtlRollonMattBlk,True,False,1987.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottlewithmetal roller plugandmatte black cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter metal-roller ball.Price each",,,
GBBstn01ozMtlRollonGl,GBBstn1ozMtlRollonGl,True,False,1988.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottlewithmetal roller plugandshiny gold cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter metal-roller ball.Price each",,,
GBBstn01ozMtlRollonMattGl,GBBstn1ozMtlRollonMattGl,True,False,1989.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottlewithmetal roller plugandmatte gold cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter metal-roller ball.Price each",,,
GBBstn01ozRollMattSl,GBBstn1ozRollMattSl,True,False,1070.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottlewithplastic roller ball plugandmatte silver cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter roller ball.Price each",,,
GBBstn01ozRollShnSl,GBBstn1ozRollShnSl,True,False,1071.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottlewithplastic roller ball plugandshiny silver cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter roller ball.Price each",,,
GBBstn01ozRollMattBlk,GBBstn1ozRollMattBlk,True,False,1093.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottlewithplastic roller ball plugandmatte black cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter roller ball.Price each",,,
GBBstn01ozRollGl,GBBstn1ozRollGl,True,False,1064.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottlewithplastic roller ball plugandshiny gold cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter roller ball.Price each",,,
GBBstn01ozRollMattGl,GBBstn1ozRollMattGl,True,False,1984.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottlewithplastic roller ball plugandmatte gold cap.For use with perfume, fragrance oil, essential oil, or aromatherapy.Refillable bottle with large, 12mm diameter roller ball.Price each",,,
GBBstn01ozWhtDrp,GBBstn1ozWhtDrp,True,False,197.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottlewithwhite dropper00.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstn01ozBlkDrpShnSlTrim,GBBstn1ozBlkDrpShnSlTrim,True,False,2016.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottleandblack dropperwith ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstn01ozWhtDrpShnGlTrim,GBBstn1ozWhtDrpShnGlTrim,True,False,2014.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottleandwhite dropperwith ashiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstn01ozWhtDrpShnSlTrim,GBBstn1ozWhtDrpShnSlTrim,True,False,2015.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottleandwhite dropperwith ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstn01ozBlkDrpShnGlTrim,GBBstn1ozBlkDrpShnGlTrim,True,False,2013.0,,,1oz,"30ml,",,"Boston rounddesign30ml,1oz Clear glass bottleandblack dropperwith ashiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstn01ozBlkDrp,GBBstn1ozBlkDrp,True,True,2017.0,,$0.68,1oz,"30ml,",30 ml (1.01 oz),"Boston rounddesign30ml,1oz Clear glass bottlewithblack dropper00.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each","Boston round design 30ml, 1oz Clear glass bottle with black dropper. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.",,False
GBBstn01ozBlkCapSht,GBBstn1ozBlkCapSht,True,True,3166.0,,$0.45,1oz,"30ml,",30 ml (1.01 oz),"Boston rounddesign30ml,1oz Clear glass bottlewithshort black cap00.For use with Perfume oils, essential oils, diffuser oils and aromatherapy.Price each","Boston round design 30ml, 1oz Clear glass bottle with short black cap. For use with Perfume oils, essential oils, diffuser oils and aromatherapy.",,False
GBBstnAmb15mlBlkCapSht,GBBstnAmb15mlBlkCapSht,False,True,3371.0,,$0.40,1/2 oz,"15ml,",15 ml (0.51 oz),"Boston rounddesign15ml,1/2 oz Amber glass bottlewithshort black cap.For use with Perfume oils, essential oils, diffuser oils and aromatherapy.Price each","Boston round design 15ml, 1/2 oz Amber glass bottle with short black cap. For use with Perfume oils, essential oils, diffuser oils and aromatherapy.",,False
GBBstnAmb15mlBlkDropperSlTrim,GBBstnAmb15mlBlkDropperSlTrim,False,False,3373.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Amber glass bottleandblack dropperwith ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnAmb15mlWhtDropperSlTrim,GBBstnAmb15mlWhtDropperSlTrim,False,False,3376.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Amber glass bottleandwhite dropperwith ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnAmb15mlWhtDropperGlTrim,GBBstnAmb15mlWhtDropperGlTrim,False,False,3375.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Amber glass bottleandwhite dropperwith ashiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnAmb15mlBlkDropper,GBBstnAmb15mlBlkDropper,False,True,3372.0,,$0.64,1/2 oz,"15ml,",15 ml (0.51 oz),"Boston rounddesign15ml,1/2 oz Amber glass bottlewitha black dropper.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each","Boston round design 15ml, 1/2 oz Amber glass bottle with a black dropper. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.",,False
GBBstnAmb15mlWhtDropper,GBBstnAmb15mlWhtDropper,False,False,3374.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Amber glass bottlewitha white dropper0.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnBlu15BlkCapSht,GBBstnBlu15BlkCapSht,False,True,107.0,,$0.40,1/2 oz,"15ml,",15 ml (0.51 oz),"Boston rounddesign15ml,1/2 oz Cobalt blue glass bottlewithshort black cap00.For use with Perfume oils, essential oils, diffuser oils and aromatherapy.Price each","Boston round design 15ml, 1/2 oz Cobalt blue glass bottle with short black cap. For use with Perfume oils, essential oils, diffuser oils and aromatherapy.",,False
GBBstnBlu15mlBlkDropperSlTrim,GBBstnBlu15mlBlkDropperSlTrim,False,False,3396.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Cobalt blue glass bottleandblack dropperand ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnBlu15WhtDrpSlTrim,GBBstnBlu15WhtDrpSlTrim,False,False,2023.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Cobalt blue glass bottleandwhite dropperand ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnBlu15WhtDrpGlTrim,GBBstnBlu15WhtDrpGlTrim,False,False,2024.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Cobalt blue glass bottleandwhite dropperand ashiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnBlu15BlkDrp,GBBstnBlu15BlkDrp,False,False,2025.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Cobalt blue glass bottlewitha black dropper0.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnBlu15WhtDrp,GBBstnBlu15WhtDrp,False,False,2023.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Cobalt blue glass bottlewitha white dropper00.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstnBlu15BlkDrpGlTrim,GBBstnBlu15BlkDrpGlTrim,False,False,3490.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Cobalt blue glass bottlewithblack dropper0shiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstn15BlkCapSht,GBBstn15BlkCapSht,False,True,201.0,,$0.40,1/2 oz,"15ml,",15 ml (0.51 oz),"Boston rounddesign15ml,1/2 oz Clear glass bottlewithshort black cap00.For use with Perfume oils, essential oils, diffuser oils and aromatherapy.Price each","Boston round design 15ml, 1/2 oz Clear glass bottle with short black cap. For use with Perfume oils, essential oils, diffuser oils and aromatherapy.",,False
GBBstn015BlkDrpSlTrim,GBBstn015BlkDrpSlTrim,False,False,2027.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Clear glass bottleandblack dropperand ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstn015WhtDrpSlTrim,GBBstn015WhtDrpSlTrim,False,False,2028.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Clear glass bottleandwhite dropperand ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstn015WhtDrpGlTrim,GBBstn015WhtDrpGlTrim,False,False,2029.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Clear glass bottleandwhite dropperand ashiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstn015BlkDrp,GBBstn015BlkDrp,False,False,2030.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Clear glass bottlewitha black dropper00.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstn015WhtDrp,GBBstn015WhtDrp,False,False,202.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Clear glass bottlewitha white dropper00.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBBstn015BlkDrpGlTrim,GBBstn015BlkDrpGlTrim,False,False,3491.0,,,1/2 oz,"15ml,",,"Boston rounddesign15ml,1/2 oz Clear glass bottlewitha black dropperand ashiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",,,
GBCyl25RdcrShnGl,GBCyl25RdcrShnGl,False,False,2032.0,,,1oz,25 ml,,Cylinderdesign25 ml or 1oz Clear glass bottle withreducerandshiny gold cap.,,,
GBCyl25RdcrShnBlkTall,GBCyl25RdcrShnBlkTall,False,False,2033.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandtall black shiny cap.,,,
GBCyl25RdcrShnBlk,GBCyl25RdcrShnBlk,False,False,2034.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandblack shiny cap.,,,
GBCyl25RdcrBlkLthr,GBCyl25RdcrBlkLthr,False,False,2035.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandblack faux leather cap.,,,
GBCyl25RdcrBrwnLthr,GBCyl25RdcrBrwnLthr,False,False,2036.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandbrown faux leather cap.,,,
GBCyl25RdcrLBrwnLthr,GBCyl25RdcrLBrwnLthr,False,False,2037.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandlight brown faux leather cap.,,,
GBCyl25RdcrShnSl,GBCyl25RdcrShnSl,False,False,2038.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandshiny silver cap.,,,
GBCyl25RdcrMtSlTall,GBCyl25RdcrMtSlTall,False,False,2039.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandtall silver matte cap.,,,
GBCyl25RdcrMtSl,GBCyl25RdcrMtSl,False,False,2040.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandsilver matte cap.,,,
GBCyl25RdcrWht,GBCyl25RdcrWht,False,False,2041.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandwhite cap.,,,
GBCyl25SpryMtGl,GBCyl25SpryMtGl,False,False,2042.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withmatte gold spray pump.,,,
LBCyl25LtnMtGl,LBCyl25LtnMtGl,False,False,2043.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withmatte gold lotion pump.,,,
GBCyl25SpryShnGl,GBCyl25SpryShnGl,False,False,2044.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withshiny gold spray pump.,,,
LBCyl25LtnShnGl,LBCyl25LtnShnGl,False,False,2045.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withshiny gold lotion pump.,,,
GBCyl25SpryShnBlk,GBCyl25SpryShnBlk,False,False,2046.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withshiny black spray pump.,,,
LBCyl25LtnShnBlk,LBCyl25LtnShnBlk,False,False,2047.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withshiny black lotion pump.,,,
GBCyl25SpryMtSl,GBCyl25SpryMtSl,False,False,3492.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withmatte silver spray pump.,,,
LBCyl25LtnMtSl,LBCyl25LtnMtSl,False,False,2048.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle withmatte silver lotion pump.,,,
LBCyl25LtnClOvrCap,LBCyl25LtnClOvrCap,False,False,2049.0,,,1oz,25 ml,,Cylinderdesign25 ml1oz Clear glass bottle with matte silver collar treatment pump.,,,
