SKU_Name,Family_Name,Bottle_Shape,Capacity_OZ,Description
GBCyl25RdcrWht,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle withreducerandwhite cap.
GBCyl25SpryMtGl,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle withmatte gold spray pump.
LBCyl25LtnMtGl,LBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle withmatte gold lotion pump.
GBCyl25SpryShnGl,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle withshiny gold spray pump.
LBCyl25LtnShnGl,LBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle withshiny gold lotion pump.
GBCyl25SpryShnBlk,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle withshiny black spray pump.
LBCyl25LtnShnBlk,LBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle withshiny black lotion pump.
GBCyl25SpryMtSl,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle withmatte silver spray pump.
LBCyl25LtnMtSl,LBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle withmatte silver lotion pump.
LBCyl25LtnClOvrCap,LBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with matte silver collar treatment pump.
GBCyl25SpryShnSl,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle withshiny silver spray pump.
LBCyl25LtnShnSl,LBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle withshiny silver lotion pump.
GBCyl25AnSpLvn,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with lavender vintage style bulb sprayer.
GBCyl25AnSpPnk,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with pink vintage style bulb sprayer.
GBCyl25AnSpMtSl,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with matte silver vintage style sprayer.
GBCyl25AnSpIvySl,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with ivory vintage style bulb sprayer.
GBCyl25AnSpGl,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with gold vintage style sprayer.
GBCyl25AnSpIvyGl,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with ivory vintage style bulb sprayer.
GBCyl25AnSpWht,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with white vintage style bulb sprayer.
GBCyl25AnSpRed,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with red vintage style bulb sprayer.
GBCyl25DrpSl,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with white dropper shiny silver collar cap.
GBCyl25RdcrPnkLthr,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with reducer and pink faux leather cap.
GBCyl25RdcrIvyLthr,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with reducer and ivory faux leather cap.
GBCyl25SpryCu,GBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with matte copper spray pump.
LBCyl25LtnCu,LBCyl,Cylinder,1oz,Cylinderdesign25 ml1oz Clear glass bottle with matte copper lotion pump.
GBCyl50RdcrShnGl,GBCyl,Cylinder,1.7oz,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and shiny gold cap.
GBCyl50RdcrShnBlkTall,GBCyl,Cylinder,1.7oz,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and tall black shiny cap.
GBCyl50RdcrShnBlk,GBCyl,Cylinder,1.7oz,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and black shiny cap.
GBCyl50RdcrBrwnLthr,GBCyl,Cylinder,1.7oz,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and brown faux leather cap.
GBCyl50RdcrLBrwnLthr,GBCyl,Cylinder,1.7oz,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and light brown faux leather cap.
GBCyl50RdcrShnSl,GBCyl,Cylinder,1.7oz,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and shiny silver cap.
GBCyl50RdcrMtSlTall,GBCyl,Cylinder,1.7oz,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and tall silver matte cap.
GBCyl50RdcrMtSl,GBCyl,Cylinder,1.7oz,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and silver matte cap.
GBCyl50RdcrWht,GBCyl,Cylinder,1.7oz,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and white cap.
GBCyl50SpryMtGl,GBCyl,Cylinder,1.7oz,Cylinderdesign50 ml1.7oz Clear glass bottle with matte gold spray pump.
LBCyl50LtnMtGl,LBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte gold lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50SpryShnGl,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl50LtnShnGl,LBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50SpryShnBlk,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl50LtnShnBlk,LBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50SpryMtSl,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl50LtnMtSl,LBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50SpryShnSl,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl50LtnShnSl,LBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny silver lotion pump0.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpLvn,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpPnk,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpMtSl,GBCyl,Cylinder,1.7oz,
GBCyl50AnSpIvySl,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpGl,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpIvyGl,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpWht,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpRed,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslLvn,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslIvyGl,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslIvySl,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslWht,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslPnk,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslRed,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslMtSl,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselandmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50AnSpTslGl,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withGold vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50RdcrPnkLthr,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withreducerandpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl50RdcrIvyLthr,GBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl50LtnCu,LBCyl,Cylinder,1.7oz,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrShnGl,GBCyl,Cylinder,3 1/2oz,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrShnBlkTall,GBCyl,Cylinder,3 1/2oz,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrShnBlk,GBCyl,Cylinder,3 1/2oz,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrBrwnLthr,GBCyl,Cylinder,3 1/2oz,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrLBrwnLthr,GBCyl,Cylinder,3 1/2oz,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrShnSl,GBCyl,Cylinder,3 1/2oz,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrMtSlTall,GBCyl,Cylinder,3 1/2oz,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrMtSl,GBCyl,Cylinder,3 1/2oz,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100RdcrWht,GBCyl,Cylinder,3 1/2oz,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
GBCyl100SpryMtGl,GBCyl,Cylinder,3 1/2oz,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
LBCyl100LtnMtGl,LBCyl,Cylinder,3 1/2oz,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold lotion pump0.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each"
