SKU_Name,SKU,Price_Tier1,Description,Status
GBBstnBlu15BlkDrp,,,"Boston rounddesign15ml,1/2 oz Cobalt blue glass bottlewitha black dropper0.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",Missing
GBBstnBlu15WhtDrp,,,"Boston rounddesign15ml,1/2 oz Cobalt blue glass bottlewitha white dropper00.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",Missing
GBBstnBlu15BlkDrpGlTrim,,,"Boston rounddesign15ml,1/2 oz Cobalt blue glass bottlewithblack dropper0shiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",Missing
GBBstn15BlkCapSht,GBBstn15BlkCapSht,$0.40,"Boston round design 15ml, 1/2 oz Clear glass bottle with short black cap. For use with Perfume oils, essential oils, diffuser oils and aromatherapy.",Found
GBBstn015BlkDrpSlTrim,,,"Boston rounddesign15ml,1/2 oz Clear glass bottleandblack dropperand ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",Missing
GBBstn015WhtDrpSlTrim,,,"Boston rounddesign15ml,1/2 oz Clear glass bottleandwhite dropperand ashiny silver trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",Missing
GBBstn015WhtDrpGlTrim,,,"Boston rounddesign15ml,1/2 oz Clear glass bottleandwhite dropperand ashiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",Missing
GBBstn015BlkDrp,,,"Boston rounddesign15ml,1/2 oz Clear glass bottlewitha black dropper00.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",Missing
GBBstn015WhtDrp,,,"Boston rounddesign15ml,1/2 oz Clear glass bottlewitha white dropper00.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",Missing
GBBstn015BlkDrpGlTrim,,,"Boston rounddesign15ml,1/2 oz Clear glass bottlewitha black dropperand ashiny gold trim cap.For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.Price each",Missing
GBCyl25RdcrShnGl,,,Cylinderdesign25 ml or 1oz Clear glass bottle withreducerandshiny gold cap.,Missing
GBCyl25RdcrShnBlkTall,,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandtall black shiny cap.,Missing
GBCyl25RdcrShnBlk,,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandblack shiny cap.,Missing
GBCyl25RdcrBlkLthr,,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandblack faux leather cap.,Missing
GBCyl25RdcrBrwnLthr,,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandbrown faux leather cap.,Missing
GBCyl25RdcrLBrwnLthr,,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandlight brown faux leather cap.,Missing
GBCyl25RdcrShnSl,,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandshiny silver cap.,Missing
GBCyl25RdcrMtSlTall,,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandtall silver matte cap.,Missing
GBCyl25RdcrMtSl,,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandsilver matte cap.,Missing
GBCyl25RdcrWht,,,Cylinderdesign25 ml1oz Clear glass bottle withreducerandwhite cap.,Missing
GBCyl25SpryMtGl,,,Cylinderdesign25 ml1oz Clear glass bottle withmatte gold spray pump.,Missing
LBCyl25LtnMtGl,,,Cylinderdesign25 ml1oz Clear glass bottle withmatte gold lotion pump.,Missing
GBCyl25SpryShnGl,,,Cylinderdesign25 ml1oz Clear glass bottle withshiny gold spray pump.,Missing
LBCyl25LtnShnGl,,,Cylinderdesign25 ml1oz Clear glass bottle withshiny gold lotion pump.,Missing
GBCyl25SpryShnBlk,,,Cylinderdesign25 ml1oz Clear glass bottle withshiny black spray pump.,Missing
LBCyl25LtnShnBlk,,,Cylinderdesign25 ml1oz Clear glass bottle withshiny black lotion pump.,Missing
GBCyl25SpryMtSl,,,Cylinderdesign25 ml1oz Clear glass bottle withmatte silver spray pump.,Missing
LBCyl25LtnMtSl,,,Cylinderdesign25 ml1oz Clear glass bottle withmatte silver lotion pump.,Missing
LBCyl25LtnClOvrCap,,,Cylinderdesign25 ml1oz Clear glass bottle with matte silver collar treatment pump.,Missing
GBCyl25SpryShnSl,,,Cylinderdesign25 ml1oz Clear glass bottle withshiny silver spray pump.,Missing
LBCyl25LtnShnSl,,,Cylinderdesign25 ml1oz Clear glass bottle withshiny silver lotion pump.,Missing
GBCyl25AnSpLvn,,,Cylinderdesign25 ml1oz Clear glass bottle with lavender vintage style bulb sprayer.,Missing
GBCyl25AnSpPnk,,,Cylinderdesign25 ml1oz Clear glass bottle with pink vintage style bulb sprayer.,Missing
GBCyl25AnSpMtSl,,,Cylinderdesign25 ml1oz Clear glass bottle with matte silver vintage style sprayer.,Missing
GBCyl25AnSpIvySl,,,Cylinderdesign25 ml1oz Clear glass bottle with ivory vintage style bulb sprayer.,Missing
GBCyl25AnSpGl,,,Cylinderdesign25 ml1oz Clear glass bottle with gold vintage style sprayer.,Missing
GBCyl25AnSpIvyGl,,,Cylinderdesign25 ml1oz Clear glass bottle with ivory vintage style bulb sprayer.,Missing
GBCyl25AnSpBlk,GBCyl25AnSpBlk,$5.08,"Cylinder design 25ml clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.",Found
GBCyl25AnSpWht,,,Cylinderdesign25 ml1oz Clear glass bottle with white vintage style bulb sprayer.,Missing
GBCyl25AnSpRed,,,Cylinderdesign25 ml1oz Clear glass bottle with red vintage style bulb sprayer.,Missing
GBCyl25DrpSl,,,Cylinderdesign25 ml1oz Clear glass bottle with white dropper shiny silver collar cap.,Missing
GBCyl25DrpGl,GBCyl25DrpGl,$1.57,"Cylinder design 25 ml clear glass bottle with white dropper with shiny gold collar cap. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.",Found
GBCyl25DrpCu,GBCyl25DrpCu,$1.57,"Cylinder design 25 ml clear glass bottle with white dropper with Matte copper collar cap. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizer, and beard oils.",Found
GBCyl25RdcrPnkLthr,,,Cylinderdesign25 ml1oz Clear glass bottle with reducer and pink faux leather cap.,Missing
GBCyl25RdcrIvyLthr,,,Cylinderdesign25 ml1oz Clear glass bottle with reducer and ivory faux leather cap.,Missing
GBCyl25SpryCu,,,Cylinderdesign25 ml1oz Clear glass bottle with matte copper spray pump.,Missing
LBCyl25LtnCu,,,Cylinderdesign25 ml1oz Clear glass bottle with matte copper lotion pump.,Missing
GBCyl50RdcrShnGl,,,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and shiny gold cap.,Missing
GBCyl50RdcrShnBlkTall,,,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and tall black shiny cap.,Missing
GBCyl50RdcrShnBlk,,,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and black shiny cap.,Missing
GBCyl50RdcrBlkLthr,GBCyl50RdcrBlkLthr,$1.85,"Cylinder design 50 ml, 1.7oz clear glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Cylinder design is a family of bottles available in 30ml, 50ml and 100ml size",Found
GBCyl50RdcrBrwnLthr,,,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and brown faux leather cap.,Missing
GBCyl50RdcrLBrwnLthr,,,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and light brown faux leather cap.,Missing
GBCyl50RdcrShnSl,,,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and shiny silver cap.,Missing
GBCyl50RdcrMtSlTall,,,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and tall silver matte cap.,Missing
GBCyl50RdcrMtSl,,,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and silver matte cap.,Missing
GBCyl50RdcrWht,,,Cylinderdesign50 ml1.7oz Clear glass bottle with reducer and white cap.,Missing
GBCyl50SpryMtGl,,,Cylinderdesign50 ml1.7oz Clear glass bottle with matte gold spray pump.,Missing
LBCyl50LtnMtGl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte gold lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50SpryShnGl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
LBCyl50LtnShnGl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50SpryShnBlk,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
LBCyl50LtnShnBlk,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50SpryMtSl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
LBCyl50LtnMtSl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
LBCyl50LtnClOvrCap,LBCyl50LtnClOvrCap,$2.57,"Cylinder design 50 ml, 1.7oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Cylinder d",Found
GBCyl50SpryShnSl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
LBCyl50LtnShnSl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny silver lotion pump0.For use with lotions, moisturizer, and serums.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpLvn,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpPnk,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpMtSl,,,,Missing
GBCyl50AnSpIvySl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpGl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpIvyGl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpBlk,GBCyl50AnSpBlk,$5.27,"Cylinder design 50 ml, 1.7oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beau",Found
GBCyl50AnSpWht,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpRed,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpTslLvn,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpTslIvyGl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpTslIvySl,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpTslWht,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpTslPnk,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withPink vintage style bulb sprayer with tasselandshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
GBCyl50AnSpTslRed,,,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withRed vintage style bulb sprayer with tasselandshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Cylinder design is a family of bottles available in 25ml, 50ml and 100ml sizes.Price each",Missing
