SKU,ProductName,Category,Material,Color,Capacity,Shape,Cap_Color,Cap_Type,Applicator,Full_Description,Target_URL,Training_Context,Source_File
2825,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2825.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3538,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3538.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2826,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2826.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2827,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2827.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2828,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2828.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2829,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2829.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2830,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2830.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2831,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2831.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2832,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2832.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2833,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2833.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2834,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2834.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2835,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2835.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2836,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2836.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2837,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2837.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2838,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2838.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2839,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2839.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3286,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3286.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2840,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2840.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2841,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2841.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2842,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2842.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2802,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2802.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2803,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2803.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2804,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2804.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2846,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2846.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2847,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2847.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2848,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2848.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2849,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2849.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2850,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2850.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2851,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2851.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2852,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2852.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2853,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2853.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2854,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2854.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2855,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2855.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2856,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2856.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2857,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2857.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2858,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2858.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2859,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2859.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2860,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2860.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2861,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2861.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2862,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2862.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2863,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2863.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2864,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2864.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2865,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2865.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2866,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2866.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2867,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2867.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2868,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2868.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2869,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2869.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2870,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2870.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3252,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3252.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3253,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3253.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2871,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2871.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3251,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3251.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2872,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2872.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2873,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2873.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3250,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3250.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2874,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2874.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3254,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3254.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3259,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3259.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3257,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3257.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3258,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3258.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2875,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2875.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3260,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3260.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2876,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2876.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3255,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3255.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2877,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2877.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
3256,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 3256.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2878,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2878.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2879,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2879.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2880,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2880.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2881,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diva-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2881.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2882,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diamond-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2882.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
2883,Clear Round bottle (Unknown),Bottle,Glass,Clear,Unknown,Round,White,Cap,None,,diamond-,A Clear Round Glass bottle with a capacity of Unknown. It features a White Cap and no specific applicator. SKU: 2883.,18-415 ITEMCODES - 18-415 ITEMCODES.csv
