SKU,Description,Image_URL,Included_Component,Material,Color,Use_Cases,Tags,Item_Type,Capacity,Height_With_Cap,Height_Without_Cap,Width,Depth,Neck_Finish,Price_1pc,Price_12pc,Price_144pc,Best_Bulk_Price,Min_Order_Qty,Main_Category,Sub_Category,Product_URL
GBVBlu1o9BlackCapSht,"Vial design 5/8 dram Blue glass vial with black short cap. For use with perfume or fragrance oil, essential oil, aromatherapy, sample or trial size. Perfume sample vials for promotions.",https://www.bestbottles.com/images/store/enlarged_pics/GBVBlu1o9BlackCapSht.gif,black short cap,glass,Blue,"essential oil, fragrance, perfume, promotions","glass, blue, essential oil, fragrance, perfume, promotions, perfume vials and tubes with caps & droppers, 2ml",Perfume vials and tubes With Caps & Droppers,2 ml (0.07 oz),29 ±0.5 mm,27 ±0.5 mm,,,13-425,$1.03,,$0.97,2880pc @ $0.84,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/Vial-design-half-dram-blue-glass-black-short-cap
GBVBlu1o9BlackCapSht,"Vial design 5/8 dram Blue glass vial with black short cap. For use with perfume or fragrance oil, essential oil, aromatherapy, sample or trial size. Perfume sample vials for promotions.",https://www.bestbottles.com/images/store/enlarged_pics/GBVBlu1o9BlackCapSht.gif,black short cap,glass,Blue,"essential oil, fragrance, perfume, promotions","glass, blue, essential oil, fragrance, perfume, promotions, perfume vials and tubes with caps & droppers, 2ml",Perfume vials and tubes With Caps & Droppers,2 ml (0.07 oz),29 ±0.5 mm,27 ±0.5 mm,,,13-425,$1.03,,$0.97,2880pc @ $0.84,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/Vial-design-half-dram-blue-glass-black-short-cap?video=true
GB1mlAmbVBlk,"Vial style 1 ml amber glass bottle with black applicator. For use with perfume or fragrance oil, essential oil, aromatherapy, sample or trial size. Good for giving samples or for promotions.",https://www.bestbottles.com/images/store/enlarged_pics/GB1mlAmbVBlk.gif,,amber glass,amber,"essential oil, fragrance, giving samples or for promotions, perfume","amber glass, amber, essential oil, fragrance, giving samples or for promotions, perfume, perfume vials and tubes with caps & droppers, 1ml",Perfume vials and tubes With Caps & Droppers,1 ml (0.03 oz),44 ±0.5 mm,35 ±0.5 mm,,,,$0.14,,$0.14,4440pc @ $0.12,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/Vial-style-1-ml-amber-glass-bottle-black-applicator
GB1mlAmbVBlk,"Vial style 1 ml amber glass bottle with black applicator. For use with perfume or fragrance oil, essential oil, aromatherapy, sample or trial size. Good for giving samples or for promotions.",https://www.bestbottles.com/images/store/enlarged_pics/GB1mlAmbVBlk.gif,,amber glass,amber,"essential oil, fragrance, giving samples or for promotions, perfume","amber glass, amber, essential oil, fragrance, giving samples or for promotions, perfume, perfume vials and tubes with caps & droppers, 1ml",Perfume vials and tubes With Caps & Droppers,1 ml (0.03 oz),44 ±0.5 mm,35 ±0.5 mm,,,,$0.14,,$0.14,4440pc @ $0.12,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/Vial-style-1-ml-amber-glass-bottle-black-applicator?video=true
GB1mlVBlk,"Vial style 1 ml clear glass bottle with black applicator. For use with perfume or fragrance oil, essential oil, aromatherapy, sample or trial size. Good for giving samples or for promotions.",https://www.bestbottles.com/images/store/enlarged_pics/GB1mlVBlk.gif,,clear glass,clear,"essential oil, fragrance, giving samples or for promotions, perfume","clear glass, clear, essential oil, fragrance, giving samples or for promotions, perfume, perfume vials and tubes with caps & droppers, 1ml",Perfume vials and tubes With Caps & Droppers,1 ml (0.03 oz),44 ±0.5 mm,35 ±0.5 mm,,,,$0.12,,$0.12,4780pc @ $0.10,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/Vial-style-1-ml-glass-bottle-black-applicator
GB1mlVBlk,"Vial style 1 ml clear glass bottle with black applicator. For use with perfume or fragrance oil, essential oil, aromatherapy, sample or trial size. Good for giving samples or for promotions.",https://www.bestbottles.com/images/store/enlarged_pics/GB1mlVBlk.gif,,clear glass,clear,"essential oil, fragrance, giving samples or for promotions, perfume","clear glass, clear, essential oil, fragrance, giving samples or for promotions, perfume, perfume vials and tubes with caps & droppers, 1ml",Perfume vials and tubes With Caps & Droppers,1 ml (0.03 oz),44 ±0.5 mm,35 ±0.5 mm,,,,$0.12,,$0.12,4780pc @ $0.10,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/Vial-style-1-ml-glass-bottle-black-applicator?video=true
GBBell10MtlRollBlkDot,"Bell design 10ml Clear glass bottle with metal roller ball plug and black shiny cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBBell10MtlRollBlkDot.gif,metal roller ball plug and black shiny cap,Clear glass,Clear,"aromatic oil, essential oil, fragrance, perfume, promotions and decants","clear glass, clear, aromatic oil, essential oil, fragrance, perfume, promotions and decants, clear, frosted and colored glass roll-on bottles with steel roller-balls, capacity range about 1/3oz (from 8ml to 10ml), 10ml","Clear, frosted and colored glass roll-on bottles with steel roller-balls, capacity range about 1/3oz (from 8ml to 10ml)",10 ml (0.34 oz),66 ±1 mm,55 ±1 mm,,,13-415,$0.78,,$0.74,3450pc @ $0.64,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/bell-design-10-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots
GBBell10MtlRollBlkDot,"Bell design 10ml Clear glass bottle with metal roller ball plug and black shiny cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBBell10MtlRollBlkDot.gif,metal roller ball plug and black shiny cap,Clear glass,Clear,"aromatic oil, essential oil, fragrance, perfume, promotions and decants","clear glass, clear, aromatic oil, essential oil, fragrance, perfume, promotions and decants, clear, frosted and colored glass roll-on bottles with steel roller-balls, capacity range about 1/3oz (from 8ml to 10ml), 10ml","Clear, frosted and colored glass roll-on bottles with steel roller-balls, capacity range about 1/3oz (from 8ml to 10ml)",10 ml (0.34 oz),66 ±1 mm,55 ±1 mm,,,13-415,$0.78,,$0.74,3450pc @ $0.64,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/bell-design-10-ml-glass-bottle-metal-roller-ball-plug-black-shiny-cap-with-dots?video=true
GBBell10RollBlkDot,"Bell design 10ml Clear glass bottle with plastic roller ball plug and black shiny cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBBell10RollBlkDot.gif,plastic roller ball plug and black shiny cap,Clear glass,Clear,"aromatic oil, essential oil, fragrance, perfume, promotions and decants","clear glass, clear, aromatic oil, essential oil, fragrance, perfume, promotions and decants, clear, frosted and colored glass roll on bottles of capacity range about 1/3oz (from 8ml to 10ml), 10ml","Clear, frosted and colored glass roll on bottles of capacity range about 1/3oz (from 8ml to 10ml)",10 ml (0.34 oz),66 ±1 mm,55 ±1 mm,,,13-415,$0.70,,$0.67,3450pc @ $0.58,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/bell-design-10-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots
GBBell10RollBlkDot,"Bell design 10ml Clear glass bottle with plastic roller ball plug and black shiny cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, classic style bottle good for promotions and decants.",https://www.bestbottles.com/images/store/enlarged_pics/GBBell10RollBlkDot.gif,plastic roller ball plug and black shiny cap,Clear glass,Clear,"aromatic oil, essential oil, fragrance, perfume, promotions and decants","clear glass, clear, aromatic oil, essential oil, fragrance, perfume, promotions and decants, clear, frosted and colored glass roll on bottles of capacity range about 1/3oz (from 8ml to 10ml), 10ml","Clear, frosted and colored glass roll on bottles of capacity range about 1/3oz (from 8ml to 10ml)",10 ml (0.34 oz),66 ±1 mm,55 ±1 mm,,,13-415,$0.70,,$0.67,3450pc @ $0.58,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/bell-design-10-ml-glass-bottle-plastic-roller-ball-plug-black-shiny-cap-with-dots?video=true
GBBell10BlkShSht,Bell design 10ml Clear glass bottle with short shiny black cap.,https://www.bestbottles.com/images/store/enlarged_pics/GBBell10BlkShSht.gif,short shiny black cap,Clear glass,Clear,,"clear glass, clear, classic glass bottles with attractive caps, 10ml",Classic Glass Bottles With Attractive Caps,10 ml (0.34 oz),59 ±1 mm,55 ±1 mm,,,13-415,$0.57,,$0.54,3450pc @ $0.47,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/bell-design-10-ml-glass-bottle-short-shiny-black-cap
GBBell10BlkShSht,Bell design 10ml Clear glass bottle with short shiny black cap.,https://www.bestbottles.com/images/store/enlarged_pics/GBBell10BlkShSht.gif,short shiny black cap,Clear glass,Clear,,"clear glass, clear, classic glass bottles with attractive caps, 10ml",Classic Glass Bottles With Attractive Caps,10 ml (0.34 oz),59 ±1 mm,55 ±1 mm,,,13-415,$0.57,,$0.54,3450pc @ $0.47,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/bell-design-10-ml-glass-bottle-short-shiny-black-cap?video=true
GBBstnAmb2ozBlkDrpr,"Boston round design 2 ounce amber glass bottle with black dropper, price each",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnAmb2ozBlkDropper.gif,,amber glass,amber,,"amber glass, amber, large selection of dropper bottles, 60ml",Large Selection of Dropper Bottles,60 ml (2.03 oz),117 ±2 mm,94 ±1 mm,,88 ±1 mm,20-400,$0.71,,$0.68,1200pc @ $0.59,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-black-dropper-black-cap
GBBstnAmb2ozBlkDrpr,"Boston round design 2 ounce amber glass bottle with black dropper, price each",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnAmb2ozBlkDropper.gif,,amber glass,amber,,"amber glass, amber, large selection of dropper bottles, 60ml",Large Selection of Dropper Bottles,60 ml (2.03 oz),117 ±2 mm,94 ±1 mm,,88 ±1 mm,20-400,$0.71,,$0.68,1200pc @ $0.59,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-black-dropper-black-cap?video=true
GBBstnAmb2ozMtlRollonGl,"Boston round design 60ml, 2oz Amber glass bottle with metal roller ball plug and shiny gold cap. For use with perfume, fragrance oil, essential oils, body oils, thin lotions and ointments. Refillable bottle with large, 12mm diameter metal-roller ball. Pri",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnAmb2ozMtlRollonGl.gif,metal roller ball plug and shiny gold cap,Amber glass,Amber,"essential oil, fragrance, perfume","amber glass, amber, essential oil, fragrance, perfume, clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more., 60ml","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",60 ml (2.03 oz),111 ±2 mm,94 ±1 mm,,88 ±1 mm,20-400,$1.05,,$0.99,1200pc @ $0.86,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-metal-roller-ball-shiny-gold-cap
GBBstnAmb2ozMtlRollonGl,"Boston round design 60ml, 2oz Amber glass bottle with metal roller ball plug and shiny gold cap. For use with perfume, fragrance oil, essential oils, body oils, thin lotions and ointments. Refillable bottle with large, 12mm diameter metal-roller ball. Pri",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnAmb2ozMtlRollonGl.gif,metal roller ball plug and shiny gold cap,Amber glass,Amber,"essential oil, fragrance, perfume","amber glass, amber, essential oil, fragrance, perfume, clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more., 60ml","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",60 ml (2.03 oz),111 ±2 mm,94 ±1 mm,,88 ±1 mm,20-400,$1.05,,$0.99,1200pc @ $0.86,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-metal-roller-ball-shiny-gold-cap?video=true
GBBstnAmb2ozRollonGl,"Boston round design 60ml, 2oz Amber glass bottle with plastic roller ball plug and shiny gold cap. For use with perfume, fragrance oil, essential oils, body oils, thin lotions and ointments. Refillable bottle with large, 12mm diameter roller ball.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnAmb2ozRollonGl.gif,plastic roller ball plug and shiny gold cap,Amber glass,Amber,"essential oil, fragrance, perfume","amber glass, amber, essential oil, fragrance, perfume, clear glass roll on bottles.  capacity range 1oz and more, 60ml",Clear glass roll on bottles.  Capacity range 1oz and more,60 ml (2.03 oz),111 ±2 mm,94 ±1 mm,,88 ±1 mm,20-400,$0.90,,$0.86,1200pc @ $0.74,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-plastic-roller-ball-shiny-gold-cap
GBBstnAmb2ozRollonGl,"Boston round design 60ml, 2oz Amber glass bottle with plastic roller ball plug and shiny gold cap. For use with perfume, fragrance oil, essential oils, body oils, thin lotions and ointments. Refillable bottle with large, 12mm diameter roller ball.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnAmb2ozRollonGl.gif,plastic roller ball plug and shiny gold cap,Amber glass,Amber,"essential oil, fragrance, perfume","amber glass, amber, essential oil, fragrance, perfume, clear glass roll on bottles.  capacity range 1oz and more, 60ml",Clear glass roll on bottles.  Capacity range 1oz and more,60 ml (2.03 oz),111 ±2 mm,94 ±1 mm,,88 ±1 mm,20-400,$0.90,,$0.86,1200pc @ $0.74,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-plastic-roller-ball-shiny-gold-cap?video=true
GBBstnAmb2ozBlkCapSht,"Boston round design 60ml, 2oz Amber glass bottle with short black cap. For use with Perfume oils, essential oils, diffuser oils and aromatherapy.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnAmb2ozBlkCapSht.gif,short black cap,Amber glass,Amber,"essential oil, perfume","amber glass, amber, essential oil, perfume, boston round glass bottles with caps, 60ml",Boston Round Glass Bottles With Caps,60 ml (2.03 oz),110 ±2 mm,94 ±1 mm,,88 ±1 mm,20-400,$0.48,,$0.45,1200pc @ $0.39,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-short-black-cap
GBBstn2ozBlkDrpr,"Boston round design 60ml, 2oz Clear glass bottle with black dropper. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstn2ozBlkDrp.gif,,Clear glass,Clear,perfume,"clear glass, clear, perfume, large selection of dropper bottles, 60ml",Large Selection of Dropper Bottles,60 ml (2.03 oz),117 ±2 mm,94 ±1 mm,,88 ±1 mm,20-400,$0.71,,$0.68,1200pc @ $0.59,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-2-oz-clear-glass-bottle-black-dropper
GBBstn2ozBlkDrpr,"Boston round design 60ml, 2oz Clear glass bottle with black dropper. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstn2ozBlkDrp.gif,,Clear glass,Clear,perfume,"clear glass, clear, perfume, large selection of dropper bottles, 60ml",Large Selection of Dropper Bottles,60 ml (2.03 oz),117 ±2 mm,94 ±1 mm,,88 ±1 mm,20-400,$0.71,,$0.68,1200pc @ $0.59,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-2-oz-clear-glass-bottle-black-dropper?video=true
